Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Vap Pres (mBars),qc,Air Temp (F),qc,Rel Hum (%),qc,Dew Point (F),qc,Wind Speed (mph),qc,Wind Dir (0-360),qc,Soil Temp (F),qc
248,Holt,San Joaquin Valley,7/3/2024,1300,185,0.04,Y,0.00, ,1947, ,16.4, ,97.6,Y,27,Y,57.8,Y,7.3, ,318, ,77.0, 
248,Holt,San Joaquin Valley,7/3/2024,1400,185,0.03,Y,0.00, ,1854, ,15.2, ,99.7,Y,23,Y,55.9,Y,6.9, ,315, ,78.5, 
248,Holt,San Joaquin Valley,7/3/2024,1500,185,0.03,Y,0.00, ,1656, ,16.2, ,100.8,Y,24,Y,57.6,Y,7.4, ,324, ,79.4, 
248,Holt,San Joaquin Valley,7/3/2024,1600,185,0.03,Y,0.00, ,1381, ,16.4, ,101.2,Y,24,Y,57.8,Y,7.3, ,298, ,79.6, 
248,Holt,San Joaquin Valley,7/3/2024,1700,185,0.02,Y,0.00, ,1037, ,15.7, ,101.3,Y,23,Y,56.6,Y,6.6, ,288, ,79.6, 
248,Holt,San Joaquin Valley,7/3/2024,1800,185,0.01,Y,0.00, ,640, ,17.5, ,100.6,Y,26,Y,59.7,Y,5.8, ,291, ,79.5, 
248,Holt,San Joaquin Valley,7/3/2024,1900,185,0.01,Y,0.00, ,253, ,20.7, ,96.8,Y,35,Y,64.5,Y,4.2, ,287, ,79.4, 
248,Holt,San Joaquin Valley,7/3/2024,2000,185,0.00,Y,0.00, ,25, ,18.5, ,89.3,Y,39,Y,61.2,Y,6.5, ,285, ,79.3, 
248,Holt,San Joaquin Valley,7/3/2024,2100,185,0.00,Y,0.00, ,0, ,15.8, ,83.6,Y,40,Y,56.9,Y,6.5, ,283, ,78.7, 
248,Holt,San Joaquin Valley,7/3/2024,2200,185,0.00,Y,0.00, ,0, ,16.1, ,80.0,Y,46,Y,57.4,Y,4.9, ,270, ,78.1, 
248,Holt,San Joaquin Valley,7/3/2024,2300,185,0.00,Y,0.00, ,0, ,17.2, ,75.8,Y,56,Y,59.2,Y,2.5, ,257, ,77.3, 
248,Holt,San Joaquin Valley,7/3/2024,2400,185,0.00,Y,0.00, ,0, ,17.0, ,74.8,Y,58,Y,59.0,Y,2.9, ,277, ,76.6, 
248,Holt,San Joaquin Valley,7/4/2024,0100,186,0.00,Y,0.00, ,0, ,16.8, ,73.2,Y,60,Y,58.6,Y,2.9, ,271, ,75.9, 
248,Holt,San Joaquin Valley,7/4/2024,0200,186,0.00,Y,0.00, ,1, ,17.4, ,69.4,Y,71,Y,59.6,Y,1.7, ,54, ,75.3, 
248,Holt,San Joaquin Valley,7/4/2024,0300,186,0.00,Y,0.00, ,0, ,17.0, ,68.6,Y,71,Y,59.0,Y,1.3, ,71, ,74.7, 
248,Holt,San Joaquin Valley,7/4/2024,0400,186,0.00, ,0.00, ,0, ,17.5, ,65.7, ,81, ,59.8, ,1.3, ,63, ,74.0, 
248,Holt,San Joaquin Valley,7/4/2024,0500,186,0.00, ,0.00, ,7, ,18.0, ,64.8, ,86, ,60.4, ,1.1, ,66, ,73.4, 
248,Holt,San Joaquin Valley,7/4/2024,0600,186,0.00,Y,0.00, ,171, ,19.2, ,68.6,Y,81,Y,62.3,Y,2.4, ,352, ,72.9, 
248,Holt,San Joaquin Valley,7/4/2024,0700,186,0.01,Y,0.00, ,523, ,18.9, ,74.2,Y,66,Y,61.9,Y,4.1, ,304, ,72.9, 
248,Holt,San Joaquin Valley,7/4/2024,0800,186,0.01,Y,0.00, ,934, ,20.6, ,80.8,Y,57,Y,64.4,Y,3.5, ,332, ,73.2, 
248,Holt,San Joaquin Valley,7/4/2024,0900,186,0.02,Y,0.00, ,1299, ,20.1, ,86.2,Y,47,Y,63.6,Y,4.2, ,346, ,73.6, 
248,Holt,San Joaquin Valley,7/4/2024,1000,186,0.03,Y,0.00, ,1596, ,19.8, ,89.5,Y,42,Y,63.2,Y,4.9, ,335, ,74.1, 
248,Holt,San Joaquin Valley,7/4/2024,1100,186,0.03,Y,0.00, ,1807, ,19.2, ,92.3,Y,37,Y,62.3,Y,7.2, ,309, ,74.8, 
248,Holt,San Joaquin Valley,7/4/2024,1200,186,0.04,Y,0.00, ,1923, ,16.5, ,96.0,Y,28,Y,58.1,Y,8.7, ,319, ,76.0, 
248,Holt,San Joaquin Valley,7/4/2024,1300,186,0.04,Y,0.00, ,1931, ,16.9, ,97.5,Y,28,Y,58.8,Y,8.8, ,317, ,77.6, 
248,Holt,San Joaquin Valley,7/4/2024,1400,186,0.04,Y,0.00, ,1844, ,18.1, ,99.4,Y,28,Y,60.6,Y,8.8, ,301, ,79.0, 
248,Holt,San Joaquin Valley,7/4/2024,1500,186,0.03,Y,0.00, ,1652, ,17.8, ,100.7,Y,27,Y,60.2,Y,9.3, ,300, ,79.8, 
248,Holt,San Joaquin Valley,7/4/2024,1600,186,0.03, ,0.00, ,1383, ,17.8, ,100.4, ,27, ,60.2, ,9.8, ,298, ,79.9, 
248,Holt,San Joaquin Valley,7/4/2024,1700,186,0.02, ,0.00, ,1035, ,18.5, ,99.5, ,29, ,61.2, ,9.3, ,298, ,79.7, 
248,Holt,San Joaquin Valley,7/4/2024,1800,186,0.02, ,0.00, ,641, ,17.3, ,96.6, ,29, ,59.4, ,8.1, ,297, ,79.4, 
248,Holt,San Joaquin Valley,7/4/2024,1900,186,0.01, ,0.00, ,264, ,17.8, ,91.6, ,35, ,60.2, ,6.8, ,296, ,79.0, 
248,Holt,San Joaquin Valley,7/4/2024,2000,186,0.00, ,0.00, ,31, ,16.1, ,83.0, ,42, ,57.4, ,5.3, ,292, ,78.6, 
248,Holt,San Joaquin Valley,7/4/2024,2100,186,0.00, ,0.00, ,0, ,15.5, ,79.1, ,46, ,56.3, ,5.0, ,282, ,78.0, 
248,Holt,San Joaquin Valley,7/4/2024,2200,186,0.00, ,0.00, ,0, ,14.9, ,74.4, ,51, ,55.3, ,3.6, ,298, ,77.3, 
248,Holt,San Joaquin Valley,7/4/2024,2300,186,0.00, ,0.00, ,0, ,15.0, ,72.3, ,55, ,55.4, ,2.8, ,280, ,76.5, 
248,Holt,San Joaquin Valley,7/4/2024,2400,186,0.00, ,0.00, ,1, ,15.7, ,67.7, ,68, ,56.7, ,1.4, ,233, ,75.5, 
248,Holt,San Joaquin Valley,7/5/2024,0100,187,0.00, ,0.00, ,0, ,16.1, ,64.7, ,77, ,57.4, ,1.2, ,224, ,74.5, 
248,Holt,San Joaquin Valley,7/5/2024,0200,187,0.00, ,0.00, ,0, ,17.1, ,63.4, ,86, ,59.1, ,1.3, ,224, ,73.6, 
248,Holt,San Joaquin Valley,7/5/2024,0300,187,0.00, ,0.00, ,0, ,17.4, ,62.7, ,90, ,59.6, ,1.1, ,224, ,72.9, 
248,Holt,San Joaquin Valley,7/5/2024,0400,187,0.00, ,0.00, ,0, ,17.1, ,63.3, ,86, ,59.1, ,1.2, ,224, ,72.2, 
248,Holt,San Joaquin Valley,7/5/2024,0500,187,0.00,Y,0.00, ,6, ,15.9, ,65.6,Y,74,Y,57.1,Y,3.5, ,323, ,71.8, 
248,Holt,San Joaquin Valley,7/5/2024,0600,187,0.00,Y,0.00, ,182, ,16.7, ,67.5,Y,72,Y,58.4,Y,4.7, ,333, ,71.6, 
248,Holt,San Joaquin Valley,7/5/2024,0700,187,0.01, ,0.00, ,542, ,17.4, ,72.9, ,63, ,59.5, ,4.9, ,359, ,71.7, 
248,Holt,San Joaquin Valley,7/5/2024,0800,187,0.01, ,0.00, ,949, ,16.8, ,77.9, ,52, ,58.6, ,5.4, ,335, ,71.8, 
248,Holt,San Joaquin Valley,7/5/2024,0900,187,0.02, ,0.00, ,1317, ,18.1, ,82.4, ,48, ,60.6, ,5.5, ,303, ,72.2, 
248,Holt,San Joaquin Valley,7/5/2024,1000,187,0.03, ,0.00, ,1615, ,19.1, ,86.9, ,44, ,62.1, ,6.7, ,305, ,72.8, 
248,Holt,San Joaquin Valley,7/5/2024,1100,187,0.03, ,0.00, ,1823, ,20.1, ,90.3, ,41, ,63.7, ,6.9, ,323, ,73.7, 
248,Holt,San Joaquin Valley,7/5/2024,1200,187,0.03, ,0.00, ,1937, ,20.6, ,93.5, ,38, ,64.3, ,6.1, ,315, ,75.0, 
248,Holt,San Joaquin Valley,7/5/2024,1300,187,0.03,Y,0.00, ,1962, ,19.9, ,96.9,Y,33,Y,63.4,Y,5.5, ,295, ,76.7, 
248,Holt,San Joaquin Valley,7/5/2024,1400,187,0.03,Y,0.00, ,1883, ,19.7, ,100.0,Y,30,Y,63.1,Y,5.7, ,306, ,78.5, 
248,Holt,San Joaquin Valley,7/5/2024,1500,187,0.03,Y,0.00, ,1702, ,18.9, ,102.0,Y,27,Y,61.8,Y,6.2, ,303, ,79.5, 
248,Holt,San Joaquin Valley,7/5/2024,1600,187,0.03,Y,0.00, ,1422, ,19.0, ,103.2,Y,26,Y,62.0,Y,6.3, ,305, ,80.0, 
248,Holt,San Joaquin Valley,7/5/2024,1700,187,0.02, ,0.00, ,1057, ,20.1, ,100.3, ,30, ,63.7, ,8.5, ,297, ,80.1, 
248,Holt,San Joaquin Valley,7/5/2024,1800,187,0.01, ,0.00, ,653, ,20.2, ,98.1, ,33, ,63.8, ,6.9, ,308, ,79.9, 
248,Holt,San Joaquin Valley,7/5/2024,1900,187,0.01,Y,0.00, ,266, ,21.0, ,93.7,Y,39,Y,64.9,Y,5.6, ,292, ,79.5, 
248,Holt,San Joaquin Valley,7/5/2024,2000,187,0.00, ,0.00, ,26, ,18.9, ,85.7, ,45, ,62.0, ,5.2, ,281, ,79.2, 
248,Holt,San Joaquin Valley,7/5/2024,2100,187,0.00, ,0.00, ,0, ,18.1, ,78.9, ,53, ,60.6, ,2.2, ,293, ,78.7, 
248,Holt,San Joaquin Valley,7/5/2024,2200,187,0.00, ,0.00, ,0, ,21.1, ,73.3, ,75, ,65.0, ,1.6, ,62, ,77.7, 
248,Holt,San Joaquin Valley,7/5/2024,2300,187,0.00, ,0.00, ,0, ,19.4, ,71.3, ,74, ,62.6, ,2.2, ,337, ,76.9, 
248,Holt,San Joaquin Valley,7/5/2024,2400,187,0.00, ,0.00, ,0, ,19.3, ,71.2, ,74, ,62.5, ,2.7, ,4, ,76.2, 
248,Holt,San Joaquin Valley,7/6/2024,0100,188,0.00, ,0.00, ,1, ,18.9, ,69.2, ,78, ,61.9, ,2.6, ,345, ,75.6, 
248,Holt,San Joaquin Valley,7/6/2024,0200,188,0.00,Y,0.00, ,0, ,18.9, ,68.8,Y,79,Y,61.9,Y,2.4, ,329, ,75.1, 
248,Holt,San Joaquin Valley,7/6/2024,0300,188,0.00,Y,0.00, ,0, ,18.9, ,68.2,Y,80,Y,61.9,Y,3.0, ,340, ,74.8, 
248,Holt,San Joaquin Valley,7/6/2024,0400,188,0.00,Y,0.00, ,0, ,19.5, ,66.4,Y,88,Y,62.8,Y,2.0, ,284, ,74.3, 
248,Holt,San Joaquin Valley,7/6/2024,0500,188,0.00, ,0.00, ,7, ,20.0, ,65.2, ,94, ,63.4, ,1.8, ,277, ,73.7, 
248,Holt,San Joaquin Valley,7/6/2024,0600,188,0.00,Y,0.00, ,163, ,20.3, ,68.0,Y,87,Y,63.9,Y,1.9, ,301, ,73.1, 
248,Holt,San Joaquin Valley,7/6/2024,0700,188,0.01, ,0.00, ,515, ,21.2, ,72.5, ,78, ,65.2, ,4.0, ,2, ,73.1, 
248,Holt,San Joaquin Valley,7/6/2024,0800,188,0.01, ,0.00, ,917, ,21.2, ,78.6, ,63, ,65.2, ,4.2, ,353, ,73.3, 
248,Holt,San Joaquin Valley,7/6/2024,0900,188,0.02, ,0.00, ,1285, ,21.1, ,83.9, ,53, ,65.1, ,4.3, ,353, ,73.6, 
248,Holt,San Joaquin Valley,7/6/2024,1000,188,0.02, ,0.00, ,1581, ,20.2, ,88.1, ,45, ,63.8, ,4.3, ,347, ,74.1, 
248,Holt,San Joaquin Valley,7/6/2024,1100,188,0.03, ,0.00, ,1794, ,20.0, ,89.8, ,42, ,63.5, ,5.3, ,296, ,74.8, 
248,Holt,San Joaquin Valley,7/6/2024,1200,188,0.03,Y,0.00, ,1906, ,22.0, ,94.4,Y,40,Y,66.2,Y,3.4, ,345, ,76.0, 
248,Holt,San Joaquin Valley,7/6/2024,1300,188,0.03,Y,0.00, ,1920, ,23.1, ,97.7,Y,38,Y,67.6,Y,4.3, ,316, ,77.6, 
248,Holt,San Joaquin Valley,7/6/2024,1400,188,0.03,Y,0.00, ,1838, ,23.3, ,100.7,Y,35,Y,67.8,Y,5.6, ,326, ,79.3, 
248,Holt,San Joaquin Valley,7/6/2024,1500,188,0.03,Y,0.00, ,1662, ,22.9, ,102.7,Y,32,Y,67.4,Y,5.3, ,290, ,80.4, 
248,Holt,San Joaquin Valley,7/6/2024,1600,188,0.03,Y,0.00, ,1393, ,20.5, ,105.4,Y,27,Y,64.2,Y,5.4, ,302, ,80.9, 
248,Holt,San Joaquin Valley,7/6/2024,1700,188,0.02,Y,0.00, ,1041, ,20.0, ,106.1,Y,25,Y,63.5,Y,5.6, ,303, ,81.1, 
248,Holt,San Joaquin Valley,7/6/2024,1800,188,0.01,Y,0.00, ,637, ,23.3, ,101.0,Y,35,Y,67.9,Y,7.7, ,300, ,81.1, 
248,Holt,San Joaquin Valley,7/6/2024,1900,188,0.01,Y,0.00, ,250, ,22.0, ,94.6,Y,40,Y,66.2,Y,6.3, ,305, ,80.7, 
248,Holt,San Joaquin Valley,7/6/2024,2000,188,0.00,Y,0.00, ,24, ,21.7, ,88.3,Y,48,Y,65.8,Y,4.7, ,324, ,80.1, 
248,Holt,San Joaquin Valley,7/6/2024,2100,188,0.00,Y,0.00, ,0, ,21.1, ,83.6,Y,54,Y,65.0,Y,2.8, ,296, ,79.5, 
248,Holt,San Joaquin Valley,7/6/2024,2200,188,0.00,Y,0.00, ,0, ,21.3, ,78.3,Y,65,Y,65.4,Y,2.2, ,282, ,78.8, 
248,Holt,San Joaquin Valley,7/6/2024,2300,188,0.00,Y,0.00, ,0, ,21.6, ,75.6,Y,71,Y,65.6,Y,2.2, ,296, ,78.4, 
248,Holt,San Joaquin Valley,7/6/2024,2400,188,0.00,Y,0.00, ,0, ,22.5, ,73.4,Y,80,Y,66.9,Y,2.7, ,321, ,77.7, 
248,Holt,San Joaquin Valley,7/7/2024,0100,189,0.00,Y,0.00, ,0, ,22.5, ,70.4,Y,89,Y,66.9,Y,3.9, ,353, ,77.2, 
248,Holt,San Joaquin Valley,7/7/2024,0200,189,0.00,Y,0.00, ,1, ,21.9, ,69.3,Y,90,Y,66.1,Y,3.4, ,14, ,76.8, 
248,Holt,San Joaquin Valley,7/7/2024,0300,189,0.00,Y,0.00, ,0, ,21.2, ,69.2,Y,87,Y,65.1,Y,3.6, ,357, ,76.4, 
248,Holt,San Joaquin Valley,7/7/2024,0400,189,0.00,Y,0.00, ,0, ,21.1, ,69.2,Y,87,Y,65.1,Y,2.3, ,358, ,76.0, 
248,Holt,San Joaquin Valley,7/7/2024,0500,189,0.00,Y,0.00, ,7, ,19.6, ,68.0,Y,84,Y,63.0,Y,1.9, ,303, ,75.7, 
248,Holt,San Joaquin Valley,7/7/2024,0600,189,0.00,Y,0.00, ,168, ,20.5, ,69.2,Y,84,Y,64.2,Y,3.4, ,309, ,75.3, 
248,Holt,San Joaquin Valley,7/7/2024,0700,189,0.01, ,0.00, ,523, ,21.3, ,73.9, ,75, ,65.3, ,4.2, ,304, ,74.9, 
248,Holt,San Joaquin Valley,7/7/2024,0800,189,0.01, ,0.00, ,930, ,21.9, ,77.6, ,68, ,66.1, ,5.2, ,305, ,74.8, 
248,Holt,San Joaquin Valley,7/7/2024,0900,189,0.02, ,0.00, ,1299, ,22.0, ,82.4, ,58, ,66.2, ,5.2, ,320, ,74.9, 
248,Holt,San Joaquin Valley,7/7/2024,1000,189,0.02, ,0.00, ,1595, ,22.5, ,85.7, ,54, ,66.9, ,4.9, ,318, ,75.2, 
248,Holt,San Joaquin Valley,7/7/2024,1100,189,0.03, ,0.00, ,1807, ,22.5, ,89.0, ,48, ,66.9, ,5.2, ,308, ,75.6, 
248,Holt,San Joaquin Valley,7/7/2024,1200,189,0.03, ,0.00, ,1925, ,22.9, ,91.8, ,45, ,67.4, ,6.7, ,317, ,76.3, 
248,Holt,San Joaquin Valley,7/7/2024,1300,189,0.03, ,0.00, ,1935, ,23.2, ,94.6, ,42, ,67.7, ,6.7, ,323, ,77.4, 
248,Holt,San Joaquin Valley,7/7/2024,1400,189,0.03, ,0.00, ,1850, ,22.2, ,96.2, ,38, ,66.4, ,8.2, ,307, ,78.5, 
248,Holt,San Joaquin Valley,7/7/2024,1500,189,0.03, ,0.00, ,1675, ,22.0, ,96.7, ,37, ,66.3, ,9.6, ,307, ,79.4, 
248,Holt,San Joaquin Valley,7/7/2024,1600,189,0.03, ,0.00, ,1394, ,22.4, ,95.9, ,39, ,66.8, ,10.0, ,308, ,80.0, 
248,Holt,San Joaquin Valley,7/7/2024,1700,189,0.02, ,0.00, ,1031, ,22.4, ,93.8, ,41, ,66.7, ,9.9, ,304, ,80.3, 
